,id,patent,software,brand,book,article_A1,article_A2,article_A3,article_A4,article_B1,article_B2,article_B3,article_B4,article_C,article_SQ,book_chapter,work_in_event,graduation,guidance_ic_a,guidance_ic_c,guidance_m_a,guidance_m_c,guidance_d_a,guidance_d_c,guidance_g_a,guidance_g_c,guidance_e_a,guidance_e_c,participation_event,name,first_doc,institution,ind_prod,min_book_year,min_book_chapter_year,min_article_year,min_work_in_event_year,min_text_in_newspaper_magazine_year,min_patent_year,min_guidance_year,min_software
4876,5cabaa34-6b49-49a2-ae44-fdc680dabdc7,,,,2,,,1,,,,,,,2,10,17,Pós-Doutorado,,8,1,15,,,,2,,,75,Jaciara Ornélia Nogueira De Oliveira,2004,UNEB,0.75,2011,2000,2001,2001,,,2006.0,
4877,715a4389-c1f8-4511-9f17-640f06d1947d,,,,9,,,,1,4,,1,1,,3,4,26,Doutorado,2,11,,1,,,,38,,1,53,Márcia Guena Dos Santos,2013,UNEB,3.0,1996,1992,1996,1996,1993,,2003.0,
4878,e000045b-cd46-43e7-91c6-96c593c630be,,,,,,,,,,,,,1,,1,7,Doutorado,3,2,,,,,,6,,,1,Marcos Alberto De Oliveira,2005,UESC,0.0,,2005,2006,2002,,,2004.0,
4879,780e0f18-5bd0-49a2-94d7-2c88b8cb6280,,,,,3,,4,4,7,7,1,,1,6,,66,Doutorado,,2,,,,,,8,,1,59,Davi Tanajura Costa,2013,UESB,14.84,,,2002,2001,,,2011.0,
4880,0f28a4a0-ad10-4167-b269-fcce64759278,,,,7,,,1,1,4,1,,,1,7,22,19,Doutorado,,,11,13,,,,9,,4,112,Didima Maria De Mello Andrade,2013,UNEB,3.745,2014,2012,2004,2006,,,2001.0,
4881,3d19d8e4-390d-4d92-8bd8-99fedbb90b9d,,,,,12,10,6,4,1,12,4,2,,5,3,129,Pós-Doutorado,5,36,3,30,3,9,,5,,2,39,Fábio Pinto Gomes,2006,UESC,33.94,,2003,2002,1991,,,1999.0,
4882,05e85cf4-86af-4a7b-a1d6-1d2d6456cb2c,,,,,,1,,,,,,15,,,1,13,Mestrado,,,,,,,,,,,,Talita Ruas Maderi,None,UICL,2.75,,2011,2011,2010,,,,
4883,766965e8-53b0-410c-ba9c-7402f9bd4785,,,,4,,,,,,,,,,2,,7,Mestrado,,,,,,,,27,,1,71,Aline Nery Dos Santos,None,UICL,0.0,2014,,2013,2013,,,2015.0,
4884,0876449d-f37e-4d4a-8628-e478ace92e40,,,,2,,,,,,,1,,,1,4,30,Mestrado,,2,,,,,,17,,1,92,Carolina Ruiz De Macedo,None,UNEB,0.25,2015,2004,2010,2004,2011,,2009.0,
4885,a0e32df5-727d-4d0a-9571-38e4ca7ebe78,,,,,7,6,2,1,2,15,,2,,4,,40,Pós-Doutorado,,17,,12,1,5,,9,,,47,Amauri Arias Wenceslau,2002,UESC,21.175,,,2001,1997,,,2003.0,
4886,ff41d813-c35c-405e-94b1-bda4820d2dfd,,,,,,,,,,,1,,,,,9,Mestrado,,,,,,,,,,,,Adi Neves Rocha,None,UICL,0.25,,,2017,2012,,,,
4887,c98fabcf-8b8a-4af6-84a3-581eb4dd3fa3,,,,1,,,,1,1,,,,,4,2,11,Mestrado,,2,,,,,,2,,,84,Gelcivânia Mota Silva,None,UNEB,1.125,2003,2016,1999,1996,2004,,1999.0,
4888,99ab32e8-2fc6-42a3-964d-23e34656a999,,,,3,,,,,,,,,,,10,2,Doutorado,,,,,,,,,,7,102,Euzelene Rodrigues Aguiar,2020,UNEB,0.0,2018,2000,,1999,,,2008.0,
4889,14ff2c68-6b16-4ea8-bad5-495a8c698830,,,,1,1,1,,,1,5,1,3,,3,10,82,Pós-Doutorado,2,7,2,3,,,,14,,30,53,Carmem Virgínia Moraes da Silva,2016,UESB,4.85,2023,2007,2008,2005,2003,,2007.0,
4890,b21397c5-5d03-41e3-93ec-cbd9799fe0ce,,,,,,,,,,,,,,2,,,Especialização,,,,,,,,7,,,37,José Humberto Felix De Souza,None,UNEB,0.0,,,1982,,,,1998.0,
4891,3e33008c-13bf-4b89-bac1-3a20fdaac20a,,,,,1,,1,,3,2,,,,,3,3,Doutorado,,,,,,,,4,,2,14,Helma Pio Mororó José,2017,UESB,3.99,,2015,2010,2001,,,2005.0,
4892,2613b6d7-d443-4c8e-af75-51f05899ab56,,,,1,,5,4,14,2,14,1,8,10,5,3,169,Pós-Doutorado,5,23,7,9,,,,7,,,53,Alessandro Carlos Mesquita,2004,UNEB,23.555,2008,2008,2002,1996,,,2011.0,
4893,58842c35-62e5-4fd4-9c90-c92ff8413c83,,,,,,,,,,,,,,,,,Graduação,,,,,,,,,,,10,Larissa Ferreira Correia Baesso,None,UFSB,0.0,,,,,,,,
4894,0b65ed91-a87d-4f7f-80a6-8842b562c16d,,,,,,,1,2,4,2,1,,1,,3,33,Doutorado,,,,,,,,,,,,Alessandra Santos Sales,2019,UICL,4.99,,2017,2013,2008,,,,
4895,56ac2ddb-7714-4b52-9a77-7275788903e5,,,,2,,,,,,,,,,,3,7,Doutorado,,,,,,,,14,,,20,Nisia Alejandra Rizzo de Azevedo,2021,UNEB,0.0,2010,2017,,2002,1999,,2004.0,
4896,1490816f-ef1c-47d5-9e31-0227fd5c4438,,,,1,,2,4,1,5,2,,,4,1,,74,Doutorado,1,33,,1,,,,,,,62,Lauro Juliano Marin,2006,UESC,8.615,2021,,2002,1998,,,2007.0,
4897,3f91d532-9015-453c-8c76-9980a07705d1,,,,43,,7,3,4,1,1,,4,3,12,38,14,Doutorado,1,3,5,11,2,,,255,,1,102,Fábio Periandro de Almeida Hirsch,2012,UICL,12.245,2005,1999,2000,2009,2021,,2006.0,
4898,a7b9d748-2588-48b3-a96c-0ac7127a3106,,,,2,,1,,1,,1,,1,1,,8,23,Doutorado,,,,,,,,7,,2,49,Clovis Lisboa Dos Santos Junior,2020,UICL,1.995,2014,2014,2013,2011,,,2012.0,
4899,51a24d89-2387-43cc-b96a-18d36e5ddc1b,1,1,,1,4,4,2,1,11,6,3,3,4,1,6,60,Doutorado,2,19,1,9,2,1,,8,,,17,Maria Patrícia Milagres,2012,UESB,18.47,2023,2017,2010,2004,2005,2020,2012.0,2017.0
4900,0e6cf46a-95f9-4d4b-9008-8dfe4d06f5a2,,,,1,,1,1,,1,,1,2,1,,,30,Doutorado,7,10,1,,,,,38,,7,37,Jorge da Silva Júnior,2019,UICL,2.625,2016,,2009,2007,2007,,2007.0,
4901,acea0f31-32f9-4591-8a6a-187a06bccfc8,,1,,1,,3,3,8,12,5,5,2,5,2,10,110,Pós-Doutorado,11,29,20,14,25,1,,15,,14,118,Roseanne Montargil Rocha,2005,UESC,19.225,2021,2019,1999,1999,,,2002.0,2017.0
4902,81097b26-2d4d-45b2-9ea7-e62e36d36834,,,,2,,,,,,,,,,,1,4,Mestrado,,,,,,,,21,,8,22,Celso Almeida de Lacerda,None,UNEB,0.0,1994,2023,,2010,1994,,2009.0,
4903,85c15d57-672a-4cca-bf97-18decf59a336,,,,,2,6,2,4,1,,2,,,5,,73,Doutorado,,,,,,,,,,,,Ilka Biondi,2009,UEFS,12.25,,,1994,1991,,,,
4904,2d7b909a-dcd0-42fc-9b23-3e2d3913409a,,,,1,2,4,1,,2,,1,1,,3,9,17,Pós-Doutorado,,39,3,2,1,,,,,3,31,Gustavo Bruno Bicalho Gonçalves,2009,UFSB,7.625,2020,2010,2002,2002,2003,,2008.0,
4905,3db17640-7b81-48a4-a383-a96a64498247,,,,,,,,,,,,,,1,1,19,Doutorado,,,,,,,,,,,18,Autimio Batista Guimarães Filho,2010,UNEB,0.0,,2004,2003,2003,,,,
4906,0c760f09-e758-4a55-880a-1f316098e450,,3,,,,,,,,,,,,,,26,Doutorado,,4,,,,,,20,,,10,Marta Magda Dornelles,2015,UESC,0.0,,,,1996,,,2003.0,2019.0
4907,5c9628ad-98f3-4c49-92fd-b94dabd2a352,,,,1,,1,,,2,,,,1,,1,18,Mestrado,1,1,,,,,,13,,,29,Fabricio de Lima Freitas,None,UNEB,1.875,2019,2022,2013,2005,,,2013.0,
4908,cf4d0e27-daa1-46d0-ac9a-854a3a75e98f,,,,1,,,,,,,,,,,1,17,Doutorado,,,,,,,,23,,12,31,Maria Izabel Lopes De Araújo,2019,UNEB,0.0,2020,2020,,2007,2018,,2009.0,
4909,0e232ba3-90b4-474d-b1c0-2fef628f7f75,,,,4,2,7,5,32,15,6,10,8,7,2,9,167,Doutorado,,,,,,,,,,,,Carlos Wallace Do Nascimento Moura,2000,UEFS,45.095,2009,2005,1993,1986,,,,
4910,8adfe49d-7098-4d02-9fd3-0698ed80c400,,,,,,,,,1,,,,1,,2,16,Mestrado,,1,,,,,,8,,1,66,Priscila Santos da Gloria,None,UNEB,0.5,,2014,2021,2007,,,2014.0,
4911,fd867d37-df95-4487-8099-f5cafb0efa8d,,,,,,,,,,,,1,,1,2,2,Doutorado,,,,,,,,,,,39,Sylvia Maria Torres Bezerril,2015,UNEB,0.125,,2010,1989,1989,1996,,,
4912,2d765783-920d-4309-b1b1-dbde80662d00,,,,,,,,,,1,,,,,,,Mestrado,,,,,,,,,,,,Milena De Oliveira Pérsico Monteiro,None,UICL,0.37,,,2015,,,,,
4913,cffe38e7-0b98-4d9b-8c0c-7144f957ba8f,,,,,,,,,,,,,1,1,1,8,Mestrado,,1,,,,,,,,,18,Vanessa Duron Lattanzi,None,UICL,0.0,,2020,2011,2003,,,2013.0,
4914,e4c0bdef-6aef-4a17-a1bd-4e5d0255ebc8,,,,,,,,,,1,2,,,,1,7,Mestrado,,,,,,,,36,,,11,Byron De Castro Muniz Teixeira,None,UESB,0.87,,2020,2016,2019,,,2006.0,
4915,01a4c550-982a-42e9-a004-8bacd75f987e,,,,,1,,1,1,,,,,,,3,5,Mestrado,,,,,,,,,,,,Raiza Cristina Canuta Da Hora,None,UICL,2.375,,2019,2017,2014,,,,
4916,116865da-f9f6-4e47-93c8-eb3521de58d9,,,,1,,,,1,,1,,2,,1,5,10,Doutorado,,,,,,,,30,,11,57,Jacy Bandeira Almeida Nunes,2019,UNEB,1.245,2022,2007,2011,2007,,,2009.0,
4917,04291ccd-00c5-4907-82e9-17624e104669,,,,,,,,,,,,,,2,,6,Mestrado,,7,,,,,,4,,,13,Laura Maria Bloisi Vaz Sampaio Da Paixão,None,UESC,0.0,,,1995,1994,1995,,1998.0,
4918,66b9be1f-4279-49c2-9ad2-07379a09c756,,,,9,,5,,,2,2,,,1,1,10,9,Doutorado,4,5,2,1,,,,16,,8,143,Josias Benevides da Silva,2020,UICL,6.115,2003,2014,2004,2014,2003,,2006.0,
4919,728fbadb-61ec-415b-9d3d-a35d14652628,,,,7,7,12,9,,,4,2,1,,6,26,114,Doutorado,,,,,,,,,,,,Jocimara Souza Britto Lobão,2010,UEFS,26.355,2013,2004,2003,2001,,,,
4920,39eb5e94-cf9f-4ae5-acd9-ee520a64b491,,,,,,,,,,,,,,1,3,4,Doutorado,,,,,,,,,,,,Mávis Dill Kaipper,2018,UEFS,0.0,,1999,2008,1994,,,,
4921,552a1701-0d2e-4117-bab0-3286dba47cd4,,,,,,,,,,,2,,4,1,,31,Mestrado,,11,,,,,,26,,3,9,Rogenaldo De Brito Chagas,None,UNEB,0.5,,,2005,2002,,,2008.0,
4922,50ebbf2a-7e79-464e-bff2-0dfb69a000d6,,,,,,2,1,,,3,3,,1,1,8,46,Mestrado,,,1,,,,,30,,3,118,Amanda Leite Novaes,None,UEFS,4.359999999999999,,2010,2011,2002,,,2006.0,
4923,d7b009be-a6f5-4f02-9a1b-c98b7a254f7a,,,,4,4,1,2,,1,2,,,,6,16,12,Pós-Doutorado,,6,4,3,3,2,,12,,,47,Janaina Zito Losada,2007,UFSB,7.615,2000,2000,2002,1994,,,2002.0,
4924,ed4d5576-d670-4372-b36e-c0e59d88a6d2,,,,12,11,2,8,6,1,2,6,1,,3,14,52,Pós-Doutorado,,10,3,21,7,1,,3,,18,99,Rodrigo Camargo Aragão,2007,UESC,25.365,2012,2008,2005,2002,,,2009.0,
4925,a08a691a-7b9a-4343-9a55-1953040ffb52,,,,1,4,1,1,3,15,6,,1,1,2,3,39,Doutorado,,20,3,2,,,,9,,1,8,Marcos Gimenes Fernandes,2012,UESC,17.345,2016,2002,2006,2000,2003,,2006.0,
4926,760be840-713d-42c4-9b93-bb83fbf1ca17,,,,4,,7,5,7,1,10,5,,26,24,30,130,Doutorado,4,40,9,63,6,3,,,,7,132,Valéria Viana Sousa,2008,UESB,19.7,2017,2008,2004,1995,2012,,2005.0,
4927,ac2944b2-7fa8-4636-a200-c01f0e0b97a0,,,,,1,,,1,2,1,,1,1,,4,27,Doutorado,,9,,1,,,,5,,,26,Luzia Aparecida Pando,2001,UESB,3.12,,2019,1999,1995,,,2005.0,
4928,f736c12a-d866-4ccc-b095-e7b1c4f8048d,,,,2,,,,1,,,,,,,1,14,Doutorado,,,,1,,,,15,,,49,Darluce Da Silva Oliveira,2007,UNEB,0.625,2016,2016,2015,1999,,,1996.0,
4929,1ec500ee-d91d-449d-a067-0893cc3023ec,,,,,,,,,1,,,3,,,,,Graduação,,,,,,,,3,,,20,Maria Carolina De Britto Andrade,None,UICL,0.875,,,2018,,,,2009.0,
4930,3954419f-d39e-4bb6-895a-792643d4c1de,,2,,,,,,,,,,,,,,,Mestrado,,,,,,,,4,,,,Carlos Eduardo De Argolo Pinheiro,None,UNEB,0.0,,,,,,,,
4931,5da8351d-1367-4734-adc3-d101f5fdb4e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claudemiro França De Brito,None,UNEB,0.0,,,,,,,,
4932,53b91b26-b2b6-4ec2-9c24-e64b4e644951,,,,,,,,1,,2,1,,,,1,4,Especialização,,,,,,,,,,,,Luciana Nery De Oliveira,None,UICL,1.615,,2020,2019,2016,2020,,,
4933,65d07361-3e3d-4413-8025-7f537ddbe5cd,,,,,,,,1,1,2,1,,,1,6,15,Doutorado,,,,,,,,10,,2,50,Rayana Thyara De Lima Rêgo Ladeia,2022,UNEB,2.115,,2015,2018,2015,,,2015.0,
4934,411435ad-a31f-4488-b5f6-259e51e0f511,,,,,,1,,,1,,1,,,,11,10,Especialização,,,,,,,,6,,8,61,Izabel Cristina Lima Dias Alves,None,UNEB,1.625,,2019,2018,2003,,,2003.0,
4935,0ed91997-51d2-464f-8ac2-ee4baa198859,,,,,1,,1,,,,,,,,3,9,Mestrado,,,,,,,,,,,,Cristiane Nair Fabricio Nunes,None,UICL,1.75,,2020,2013,2007,2020,,,
4936,10360185-77ad-4193-b925-5b8f6913ea87,,,,,37,5,10,3,,1,,2,,1,3,115,Pós-Doutorado,,26,1,56,1,35,,6,,,3,Marcelo Ehlers Loureiro,1999,UFSB,51.37,,1992,1995,1992,,,1995.0,
4937,9bfaf614-1248-4cad-9de8-d723ab8ab30b,,,,,1,,,,,,,,,,2,4,Doutorado,,,,,,,,11,,8,40,Miralva Dos Santos Silva,2020,UICL,1.0,,2009,2018,2003,,,2008.0,
4938,d36f73c5-5e43-438c-8879-44dde1886fa5,,,,,,,,,,1,1,,,,,3,Mestrado,,,,,,,,,,,,Helder Jacobina Santos,None,UICL,0.62,,,1998,1995,,,,
4939,8ed5d710-1a6b-42ee-af9f-f969e264daca,,,,1,,,,,,,,,,36,5,17,Doutorado,,,,,,,,,,,,Valnice Sousa Paiva,2019,UICL,0.0,2005,2012,2012,2001,,,,
4940,15bf87c9-793b-45ba-907c-5a94afd6f2be,,,,2,,,,1,,4,10,2,23,11,2,24,Mestrado,,27,,,,,,8,,4,51,Gardênia Tereza Jardim Pereira,None,UICL,4.855,2007,2007,2008,2007,2007,,2012.0,
4941,3432607c-3d3b-49bf-b68f-143cecb4432c,,,,4,,,1,2,1,7,3,,,,7,18,Doutorado,,2,,,,,,,,,77,Caroline Rezende Caputo,2017,UFSB,5.84,2014,2010,2005,2000,,,2011.0,
4942,8e18586e-c2a1-465c-b93a-4ec9703f2310,,,,,,,,,,,,,,,,1,Especialização,,,,,,,,,,,,Ébano Henrique Da Silva Rizério,None,UICL,0.0,,,,2017,,,,
4943,7cb21ae4-85a2-4232-acb6-a974f3c7fe2b,,,,8,,3,1,3,1,,1,,1,2,22,17,Pós-Doutorado,3,52,,2,,,,73,,,76,Carlos Eduardo Soares de Freitas,2005,UNEB,6.0,2013,2001,1998,2002,1996,,2003.0,
4944,2ef0df9d-47d6-4621-96c6-8b4e0c16cfa7,,,,,,,,,,,,,,,,1,Mestrado,,,,,,,,,,,,Jorge Luiz Seriano Dos Santos,None,UICL,0.0,,,,2000,,,,
4945,668f7afa-9f9f-4150-a1fc-cdb1a49ddf3a,,,,,,,,,,,1,,,1,,4,Especialização,,,,,,,,5,,1,9,Deisiane Barreto Ribeiro,None,UICL,0.25,,,2018,2016,,,2016.0,
4946,af709bb8-73a7-4f3a-a8e9-b574d237279d,,,,3,,,1,3,,,,,1,,2,16,Doutorado,,,,,,,,12,,2,8,Margareth Correia Fagundes Costa,2020,UESB,2.625,1999,2015,2007,2004,2003,,2010.0,
4947,5a087645-8ec8-4e8d-91d2-93f240bbfb67,,,,,,,,1,,,,,1,,,4,Doutorado,2,,,,,,,4,,,18,Dunezeu Alves Campos Júnior,2007,UESC,0.625,,,2005,2001,,,2008.0,
4948,3d95e846-f410-4cfd-986d-34c55f94bee6,,,,,,,1,2,4,,,,2,,1,34,Mestrado,,,,,,,,,,,,Alana Libania De Souza Santos,None,UICL,4.0,,2013,2016,2009,,,,
4949,a4ac93b0-c608-417b-89c7-e6d096c667f5,,,,2,,5,2,1,,,,,,,,20,Doutorado,,,,,,,,,,,,Artur Roberto Do Nascimento,2011,UICL,6.5,2005,,2009,2001,,,,
4950,e19f04e9-6618-42cb-9b6e-e2ea77e605e3,,,,1,3,,1,,1,4,,,1,4,6,8,Doutorado,,,1,,,,,,,9,30,Márcio Florentino Pereira,2010,UFSB,5.73,2022,2009,1997,1995,1997,,2003.0,
4951,4a11b11d-5e03-4f7a-8a37-9e767721aaa4,,,,,,1,,,,2,,,,1,3,11,Doutorado,,,,,,,,8,,,66,Paulo José Riela Tranzilo,2016,UEFS,1.615,,2007,2006,2002,,,2008.0,
4952,2f92e4a1-bd18-4109-9151-45614b8494cc,,,,,4,7,4,2,,,1,1,3,,4,28,Doutorado,1,9,4,14,1,,,12,,1,33,Allison Gonçalves Silva,2013,UFSB,14.75,,2021,2012,2005,,,2012.0,
4953,8c1139d3-7ccf-4820-bda2-2712d32bdb9e,,,,1,,,,,,,,,,,,4,Mestrado,,,,,,,,14,,,42,Regiane Luzia Lopes,None,UICL,0.0,2014,,,2010,,,2012.0,
4954,afc3a807-f660-4c30-98da-01dbb71ea948,,,,6,,,,1,,,,,3,6,4,28,Doutorado,,,,,,,,16,,5,29,Medson Janer da Silva,2004,UICL,0.625,1999,2003,2019,2002,,,2007.0,
4955,f88b2387-6cd3-4d9a-b8e6-46ef9fb35bbe,,,,3,2,,,,,,17,,,3,11,29,Doutorado,,7,,,,,,34,,1,188,Dulcinéia da Silva Adorni,2023,UESB,6.25,2000,2013,2001,1994,,,2002.0,
4956,ca959f9b-a14f-470c-9cff-c82eff3dec31,,,,1,,,,,,,,,,,2,2,Mestrado,,,,,,,,,,,,Nigel Alan Hunter,None,UEFS,0.0,2013,2006,,2002,2001,,,
4957,458643bd-d484-4d6e-b433-a8f397704bf8,,,,,,,,,5,,1,,,5,2,,Especialização,,,,,,,,27,,1,12,Luciano P Sepulveda,None,UESB,2.75,,2013,1999,,,,2003.0,
4958,4cd99890-6a4c-47a2-b8f1-00d213664c9c,,,,,,1,1,1,,1,4,2,2,1,1,14,Mestrado,,,,,,,,,,,,Hélia Lucila Malta,None,UEFS,3.87,,2022,2001,2005,,,,
4959,f8be6aa5-da63-4c01-aa94-3f581d0de8ae,,,,,1,,2,1,,1,,,,,1,19,Pós-Doutorado,,,,,,,,4,,1,39,Audinéia Ferreira da Silva,2016,UICL,3.495,,2023,2011,2007,,,2019.0,
4960,332ba539-15f5-4f2b-83d6-0f9df4103ca7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luciana Moreira Santos da Silva,None,UICL,0.0,,,,,,,,
4961,859dbbb7-696a-4e9d-86ff-1b902cef5a31,,,,1,2,2,1,,,,1,,,3,4,16,Doutorado,1,,,,,,,9,,2,48,Ana Isabel Leite Oliveira,2021,UNEB,4.75,2022,2022,2008,2003,,,2012.0,
4962,3739e2d9-986e-4d89-b274-05ea57ce1f4c,,,,2,,,,,,,,,,2,8,,Mestrado,,,,,,,,28,,,25,Marcelo Fernandez Cardillo De Morais Urani,None,UNEB,0.0,2013,2009,2011,,2007,,2016.0,
4963,6b4424da-f1d7-43da-9532-9a917959c8ff,,,,1,,5,7,1,5,,2,10,2,,,22,Doutorado,1,,,,1,,,3,,1,17,Ben-Hur Ramos Ferreira Gonçalves,2019,UFSB,14.5,2017,,2013,2016,,,2019.0,
4964,9a9bbb94-73d1-41ef-916a-15f75265c6f3,,,,3,,,,2,,,,,1,6,,19,Doutorado,,9,5,1,,1,,15,,25,35,Erivelton Nonato de Santana,2007,UICL,1.25,2016,,2009,2003,,,2008.0,
4965,273241c3-4190-4db7-9191-03315fddec20,,,,,12,8,10,3,11,15,1,2,4,2,2,108,Doutorado,4,18,3,18,4,4,,17,,1,43,José Ailton Oliveira Carneiro,2012,UESB,39.925,,2021,2006,2004,2010,,2009.0,
4966,6ab38cf6-72ea-44f8-acae-47e455557708,,,,3,,2,,,,,,,,1,5,14,Pós-Doutorado,2,3,,,,,,2,,,10,Joaquim Perfeito Da Silva,2003,UESB,1.75,1980,1981,2004,1978,2000,,2004.0,
4967,0b729d57-494c-465f-94cf-65da98a29fee,,,,8,,16,4,5,4,,,,,9,3,34,Doutorado,,2,,17,,,,16,,1,88,Jader Cristino De Souza-Silva,2005,UNEB,22.125,2001,2005,1995,1994,1998,,1996.0,
4968,49562b5c-71cf-4bbc-89ce-8c482ecaca85,,,,,,,,,,,,,,,,,Mestrado,,,,,,,,,,,13,Larissa Brito De Oliveira,None,UESC,0.0,,,,,,,,
4969,8f739007-ece6-4059-9635-81acf2f52057,,,,,,,,1,,1,,,,,5,3,Mestrado,,,,,,,,,,,,Cristiane Santos de Souza Paixão,None,UICL,0.995,,2018,2020,2013,,,,
4970,d73bd55e-1839-4851-8d7a-16977a3651f0,,,,,,,,1,,,,,,1,1,5,Mestrado,,,,,,,,4,,,1,Paulo Ribeiro Soares Neto,None,UNEB,0.625,,2011,2001,1995,2004,,2005.0,
4971,70a1b4b2-83df-4654-a5ea-c9c61df28379,,,,1,,,,,,,,,,,,8,Doutorado,,,,,,,,1,,,26,Jorge Paulo de Oliveira Neres,2009,UICL,0.0,2006,,,2006,,,2005.0,
4972,ee1120c9-665e-47de-ab97-a1eeaa1175c5,,,,,1,,3,9,8,1,1,,1,3,7,,Doutorado,,1,1,2,,,,17,,1,39,Caio Leônidas Oliveira de Andrade,2018,UNEB,13.495,,2016,2013,,,,2011.0,
4973,d16b6d87-4ab3-40b7-8f62-5a8362c07398,,,,,,,,,1,,,,,,2,,Especialização,,,,,,,,10,,,12,Elmo Maturino,None,UNEB,0.5,,2018,2015,,,,2010.0,
4974,d5954727-0f18-44dd-b596-21ec0a80adcd,,4,,,,,,,1,1,,1,1,,,,Mestrado,,,,,,,,4,,,11,Murilo Silva Santana,None,UESB,0.995,,,2013,,,,2009.0,2008.0
4975,022b6c48-7e3b-49ed-bffd-a021f1679c98,,,,3,1,,1,2,2,,,,1,2,5,45,Doutorado,3,12,,,,,,11,,,85,Caroline de Araújo Lima,2020,UNEB,4.0,2020,2011,2010,2005,2010,,2012.0,
4976,d5bf18dc-e77b-4975-90e7-a314f8ef8795,,,,2,18,2,3,8,3,4,3,,8,5,8,42,Doutorado,,28,5,9,,,,2,,17,50,Thaís Regis Aranha Rossi,2016,UNEB,30.73,2018,2016,2009,2005,2003,,2011.0,
4977,e42fde82-3535-4933-ba04-c2540f3efb8b,,,,,1,2,,1,1,,,1,,1,4,11,Doutorado,,2,,2,,,,28,,,53,Jorge Chiapetti,2009,UESC,4.0,,2010,1999,1997,1997,,1999.0,
4978,628895a1-f8db-4b34-8cee-3b2537ab762d,,,,,,,,1,1,,,,1,3,4,4,Doutorado,,,,,,,,24,,3,13,Pedro Lopes Marinho,2013,UESC,1.125,,2013,1989,2007,,,1998.0,
4979,aa5316cb-d076-4d34-b579-e96ba6015ff4,,,,,,,,,1,1,,,,,1,7,Mestrado,,,,,,,,10,,,18,Sara Meira Moutta,None,UESC,0.87,,2018,2019,2012,,,2015.0,
4980,9a0cc56c-057b-4b99-97de-5ad623125888,,,,,,,,,,,,,,,,,Graduação,,,,,,,,,,,1,Alessandro Monteiro De Oliveira Garcia,None,UICL,0.0,,,,,,,,
4981,74eacedd-ad19-4eaf-8ff8-2f0fe94224c4,,,,,1,,,,,,1,,,1,3,1,Doutorado,,,,,,,,,,,,Sílvio Humberto Dos Passos Cunha,2004,UEFS,1.25,,2008,2000,2003,2020,,,
4982,42ac8efc-dd33-4cbd-a774-73244d86650b,,,,,,,1,3,,,,1,1,1,2,,Doutorado,,,,,,,,,,,12,Ulisses Lopes Guerra Pereira Sobrinho,2021,UFSB,2.75,,2022,2016,,,,,
4983,45547a14-72cd-4188-ab81-550a8c74a60f,,,,3,,5,,,,,,,,8,12,16,Pós-Doutorado,,,1,1,,,,1,,5,67,Vera Dantas De Souza Motta,2006,UNEB,4.375,2005,2004,1986,1989,1971,,2001.0,
4984,616e13a6-24ab-4049-a826-64522390f53e,,,,1,,,,,,,,,,,,,Mestrado,8,5,,,,,,,,,44,Laura Cristina Rodrigues Goulart,None,UESB,0.0,2023,,,,,,2016.0,
4985,76008650-ba05-4d90-b458-d517c176e3f0,,,,,,1,2,2,2,3,3,1,3,1,12,29,Doutorado,,2,2,4,,,,44,,7,37,João Luis Almeida da Silva,2020,UESC,6.609999999999999,,2019,2004,2000,,,2004.0,
4986,ebe3c697-365d-4310-b4c7-60c60fa6525f,,,,,,,,,,1,,,,,,,Especialização,,,,,,,,8,,,9,Andréia Vilaça Guimarães Pereira,None,UNEB,0.37,,,2004,,,,2008.0,
4987,596400c0-a493-4abe-9b26-183b1d175331,,,,,,1,,,,,,,,,,3,Especialização,,,,,,,,,,,29,Luciano Chaves Sampaio,None,UESB,0.875,,,2001,1989,,,2003.0,
4988,a783cf38-99a3-4150-a08e-87b10b545edf,,,,,1,2,4,2,1,,,,,,1,8,Doutorado,,2,,,,,,,,1,6,Gilson Barbosa Dourado,2019,UNEB,7.5,,2012,2008,2005,,,2007.0,
4989,7e74f6b4-f02c-4b61-8ade-d0c5fba1e136,,,,,,,,,,,,,,1,1,,Mestrado,,,,,,,,2,,,1,José Carlos De Araujo Júnior,None,UESC,0.0,,2022,2021,,,,2018.0,
4990,58acdee6-ffe2-44a0-8654-741b3e524bbd,,,,2,,,,,1,,,1,5,,11,28,Pós-Doutorado,,,,,,,,,,,,Fabiano Rodriguês Soriano,2015,UICL,0.625,2014,2018,2017,2011,2015,,,
4991,998ceedd-97ac-4f13-91da-b1ed493e908b,,,,,,,,,,,,,,6,,10,Mestrado,,,,,,,,10,,,20,Paulo Roberto Correia Esteves,None,UNEB,0.0,,,2016,1998,,,2007.0,
4992,81fad28f-73a2-4a87-9684-431c92460ab0,,,,,,1,2,,1,6,,,3,1,1,12,Doutorado,,,,,,,,,,,,Paulo José Bastos Barbosa,2005,UICL,5.095,,2002,1993,1993,,,,
4993,fb935aed-b6f8-4afa-b09e-d51e44da130b,,,,3,2,,,,,,,,,14,12,5,Doutorado,,,,,,,,2,,,180,Feizi Masrour Milani,2004,UNEB,2.0,2003,1986,1987,1991,1987,,2009.0,
