,id,patent,software,brand,book,article_A1,article_A2,article_A3,article_A4,article_B1,article_B2,article_B3,article_B4,article_C,article_SQ,book_chapter,work_in_event,graduation,guidance_ic_a,guidance_ic_c,guidance_m_a,guidance_m_c,guidance_d_a,guidance_d_c,guidance_g_a,guidance_g_c,guidance_e_a,guidance_e_c,participation_event,name,first_doc,institution,ind_prod,min_book_year,min_book_chapter_year,min_article_year,min_work_in_event_year,min_text_in_newspaper_magazine_year,min_patent_year,min_guidance_year,min_software
445,7970ac78-9653-4e4b-bb0d-8a88c00b607f,5,,,,6,,,1,14,,,,3,2,6,93,Pós-Doutorado,4,23,,21,,,,17,,,24,Astria Dias Ferrão Gonzales,2001,UNEB,13.625,,1997,2000,1994,1999,2010,1996.0,
446,1c7969dc-36cf-4688-9fe4-a845d7965830,,,,,2,5,2,4,2,,1,3,1,4,3,58,Doutorado,2,12,7,,,,,37,,4,93,Maria Luiza Caires Comper,2015,UFSB,12.0,,2020,2012,2010,,,2008.0,
447,ee745220-1605-402c-8cef-3f6a1e51af77,,1,,8,1,2,4,2,,,2,,,2,26,24,Doutorado,,6,2,33,6,10,,7,,4,30,Eduardo José Fernandes Nunes,2002,UNEB,7.5,1989,2007,1988,1998,1978,,2000.0,2017.0
448,3d40086d-6c25-442f-be67-d82b78c3bcf9,,,,,,,,,,,,,,,3,7,Doutorado,,,,,,,,,,1,18,Maria Jacilda Da Silva Farias Laurindo,2023,UICL,0.0,,2015,,2003,,,2010.0,
449,283aebdf-844f-42c9-9871-c624d903b3ef,,,,10,8,4,2,5,2,1,,,1,1,10,21,Pós-Doutorado,,6,4,6,4,1,,6,,,64,Ana Carneiro Cerqueira,2010,UFSB,17.495,2010,2015,2009,2005,1998,,2015.0,
450,ea0d5cba-56b1-4a86-a15d-412efcdae6bb,,,,31,9,13,11,4,13,3,,3,,4,21,68,Pós-Doutorado,5,21,3,17,4,,,11,,6,92,Eurivalda Ribeiro dos Santos Santana,2010,UESC,39.11,2006,2010,2007,2004,,,2004.0,
451,c5aced37-f470-45f1-b84d-db36d0b444fd,,,,2,,,,,,,,,,,,15,Mestrado,,,,,,,,12,,,13,Íngrid Heloisa da Silva Alves,None,UICL,0.0,2019,,,2013,,,2017.0,
452,f648cc45-4eb3-465c-a222-6ae7b6da93a2,,,,5,2,2,8,4,7,6,1,,4,4,31,47,Pós-Doutorado,3,7,5,8,,,,13,,8,177,Silvana Lima Vieira,2016,UNEB,18.22,2014,2014,2011,2003,,,2012.0,
453,609a871d-9dd9-49c0-a83c-71f680a3f820,,,,,22,11,,5,7,,2,3,2,1,10,47,Pós-Doutorado,1,4,2,8,4,7,,6,,,19,Luiz Fernando Silva Magnago,2013,UFSB,39.125,,2007,2007,2004,,,2007.0,
454,e88c3ffe-d425-4ae3-8b7b-036798ca7007,,,,1,1,1,1,2,10,4,2,,1,4,4,47,Doutorado,,5,,,,,,11,,6,17,Chalana Duarte de Sena Fraga,2023,UNEB,10.855,2017,2007,2012,2006,,,2013.0,
455,44287c37-ce90-4711-99bc-b31adb8ba6b6,,,,,,,,,1,1,1,,,2,,3,Mestrado,,1,,,,,,3,,,17,Rute Paranhos Silva Mendes,None,UICL,1.12,,,2005,2002,,,2009.0,
456,2d158e17-18e4-47cf-8910-6420b4649621,,,,2,5,3,4,2,2,4,2,,2,,7,35,Doutorado,,3,,,,,,10,,3,100,Simone Santana da Silva,2019,UNEB,14.855,2019,2016,2014,2008,,,2012.0,
457,17d8e650-e448-4134-8f99-88f52150a5c4,,,,,,,,,,,,,,,1,,Mestrado,,,,,,,,1,,,7,Elisângela Diniz de Araújo Nascimento,None,UICL,0.0,,2018,,,,,2019.0,
458,5e0b6b46-3773-4d7c-affe-7fc9284d33c9,,,,,,,,,,,,,,,,3,Graduação,,,,,,,,,,,17,Thalita Cruz Guimarães Alves,None,UFSB,0.0,,,,2016,,,,
459,c993327c-9d38-48c2-ad65-f0b4dce01bf2,,,,,,,1,,5,12,1,1,,,5,12,Doutorado,,2,,,,,,9,,,40,Nadson Santana Reis,2022,UNEB,8.065,,2015,2010,2010,,,2018.0,
460,b40d9b16-7c10-46e4-b292-2a0cde606c70,,,,1,,3,1,,3,2,,9,6,2,9,70,Pós-Doutorado,3,27,,,,,,23,,6,22,Joaquim Pedro Soares Neto,2005,UNEB,6.74,2010,2006,1996,1996,1990,,2006.0,
461,a61e8735-6508-49c3-a4f1-0e7d620384c5,,,,,5,,,2,,,,,,,4,32,Doutorado,,,,,,,,,,,44,Carmen Silvia Da Silva Sá,2012,UNEB,6.25,,2012,2006,1988,,,,
462,5caba221-a0e8-4bec-82e0-f1768955fc47,,,,12,6,7,2,1,4,1,3,2,,8,16,75,Doutorado,,,1,5,11,2,,41,,17,46,Ivaldo Marciano de França Lima,2010,UNEB,17.62,2005,2008,2003,2002,2005,,2010.0,
463,aba9f9ae-5338-4ea9-971c-8b777b23f80f,,,,6,19,18,19,4,7,4,23,6,,3,17,77,Doutorado,5,17,1,3,3,,,17,,8,44,Alex Mota Dos Santos,2015,UFSB,62.98,2012,2014,2005,2005,2004,,2007.0,
464,abaeeff4-bfd8-424d-80cd-6e13abcba7f2,,,,,,,,,,,1,,1,,,7,Doutorado,,,,,,,,11,,34,26,Luiz Eduardo Simões De Burgos,2015,UNEB,0.25,,,2011,2002,,,2005.0,
465,d9a06fe2-53a8-4896-993c-c467e1ad0f05,,,,2,,,1,2,23,3,5,1,3,5,19,55,Pós-Doutorado,1,32,2,3,1,,,76,,10,259,Michelle Araújo Moreira,2011,UESC,15.985,2016,2014,2007,2005,2009,,2009.0,
466,f3f7dc01-2d0a-42a1-b206-1a0a45608a6a,,,,,,,1,1,,,,,,2,,32,Mestrado,,5,,,,,,26,,,47,Kamila Santos Barros,None,UNEB,1.375,,,2011,2005,,,2008.0,
467,8b06fb38-ee1f-4f89-83e0-3027bc95f542,,,,1,,1,,6,,,,,,1,1,1,Doutorado,,,,1,,,,4,,1,20,Paulo Sérgio Dantas Vasconcelos,2011,UNEB,4.625,2020,2020,2004,2004,,,2004.0,
468,f0b0864b-092c-4ae8-b2d7-c975d493e604,,,,,,,,,,,,,,,1,3,Especialização,,,,,,,,6,,1,26,Lucélia Alves Magalhaes,None,UNEB,0.0,,2022,,2019,,,2008.0,
469,0bdafcd0-de56-4879-ae36-3e6b98019222,,7,,,2,,,,,,,,,,4,25,Doutorado,1,1,,,,,,14,,1,42,Ivo Fernandes Gomes,2021,UNEB,2.0,,2015,2014,2002,,,2008.0,2010.0
470,99ae0692-4c55-427f-93a5-e53a6c17a377,,1,,1,,,1,1,,,8,,1,2,2,25,Doutorado,,4,,,,,,5,,,26,Regiane Cristina Duarte,2014,UESC,3.375,2016,2016,1996,1994,,,2005.0,2004.0
471,7d915250-d31e-47d4-a15a-34ea13f870bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danilo Campos Mascarenhas Lopes,None,UICL,0.0,,,,,,,,
472,ef091f0a-9d32-4dd6-961d-6d32ccfb4ef6,,,,4,,,,2,2,,,,8,2,13,22,Doutorado,,25,,,,,,87,,28,79,Ricardo Tupiniquim Ramos,2008,UNEB,2.25,2012,2012,2008,1996,2018,,2000.0,
473,5b32ca5b-3713-455f-b0aa-e8025b0ff511,,,,3,,,,,,,1,,,,4,9,Pós-Doutorado,,,5,8,,,,29,,10,62,Márcia Maria da Silva Barreiros,2004,UNEB,0.25,2005,1998,1999,1998,1999,,1997.0,
474,6d052a45-68a0-4b64-a3a9-67628dcd6a49,,,,,,,,,,,,,,1,4,12,Mestrado,,,,,,,,19,,46,49,Robério Chaves Pinheiro,None,UESB,0.0,,2000,2000,1999,,,2000.0,
475,1d892515-e896-415c-a3fc-041eef646b63,2,9,,,,,1,,,2,,,,4,3,18,Doutorado,3,11,6,12,,,,11,,,41,Geraldo Jose Belmonte dos Santos,2016,UEFS,1.49,,2019,2000,2008,2009,2010,2000.0,2000.0
476,b014f8bb-7cf9-4424-8004-183b298d5317,,,,,6,8,9,8,17,10,4,13,2,16,8,98,Pós-Doutorado,,,,,,,,,,,,Claudineia Regina Pelacani Cruz,2001,UEFS,39.575,,2006,1995,1991,,,,
477,1c9ee7da-a31b-4338-b085-3a1528ca63ed,,,,,,,,,,,1,,1,,7,2,Doutorado,,,,,,,,13,,1,23,Cláudia Madalena Feistauer,2014,UICL,0.25,,2011,2020,2023,2011,,2009.0,
478,4c833557-40c6-4a0e-ac78-9c62bcc3c421,,,,,2,,8,13,30,14,2,1,18,5,10,243,Doutorado,3,28,3,7,7,1,,39,,39,163,Vanda Palmarella Rodrigues,2015,UESB,36.93,,2017,2004,1995,,,2001.0,
479,1119d94f-ebe6-46df-b25d-35af948a54fa,,,,1,,7,1,4,6,5,3,15,3,1,14,134,Doutorado,,12,7,7,,,,2,,1,43,Luanna Chácara Pires,2011,UFSB,16.85,2015,2006,2008,2006,,,2012.0,
480,e577eea7-90c7-4f58-a335-be21baad685a,,,,,,,,,,,,,,,,,Graduação,,,,,,,,,,,76,Gibran Ribeiro Da Rocha,None,UESB,0.0,,,,,,,,
481,68bfb2cb-b86d-4e82-8d43-147e05dd19c7,,,,,,,1,,,,,1,1,,1,2,Mestrado,,,,,,,,8,,1,57,Ediane Santos Caires,None,UNEB,0.875,,2024,2019,2020,,,2010.0,
482,d04de754-932c-4c69-9d0e-5ef6158355c1,,,,1,,,1,,1,1,,,,,10,12,Doutorado,,,,,,,,5,,,34,Fernando Antônio Fontenele Leão,2023,UFSB,1.62,2012,2017,2021,2004,,,2013.0,
483,fc7609a6-2a40-40e0-915c-c6c33767c273,,,,,3,,1,1,3,1,,,,2,8,24,Doutorado,,3,2,1,,,,3,,5,72,Marcelo Simon Wasem,2013,UFSB,6.245,,2012,2007,2005,2006,,2013.0,
484,be328a0d-e491-4fd9-b846-3fdd1351cdb1,,,,,,,,6,,1,1,,,,1,23,Mestrado,1,,,,,,,2,,,24,Lucas Xavier Trindade,2020,UICL,4.37,,2021,2015,2013,,,2021.0,
485,f741a55e-0aeb-4b2b-ac5d-6ec0cbdf63a2,,,,,,1,,,,,,,,,1,3,Mestrado,,,,,,,,,,,,Danilo Hoth Cerqueira,2014,UICL,0.875,,2007,2012,2007,,,,
486,c988e6bb-ad78-4a93-b935-5559067ce45e,,,,,2,1,1,1,,3,1,,1,1,1,15,Doutorado,1,3,,1,,,,43,,,69,Adriana Campos da Silva,2015,UICL,5.609999999999999,,2012,2009,1998,2007,,2001.0,
487,b81a637a-5767-4692-9cf2-945015cbe533,,,,2,,,,,2,3,,,1,5,3,67,Doutorado,1,2,,,,,,9,,,53,Bianca de Oliveira Araujo,2023,UICL,2.11,2016,2022,2018,2010,,,2015.0,
488,cd18d592-e0b4-436f-bd99-42ff612cf612,3,,,,12,16,11,6,7,25,,1,5,7,3,95,Pós-Doutorado,7,41,3,40,10,20,,6,,3,30,Rachel Passos Rezende,2001,UESC,50.875,,2012,1998,1988,,2016,2002.0,
489,57d051ea-1904-4d05-a652-18b5fd244624,,,,,,,,,,,,,,,1,2,Mestrado,,,,,,,,31,,2,59,Lucemario Xavier Batista,None,UNEB,0.0,,2006,,1999,,,2003.0,
490,5e35fc85-6d96-4c0d-a600-94dd2482c576,,,,,,1,,,,,,,,,5,15,Doutorado,,,,,,,,20,,,76,Maria Célia Santana Aguiar,2021,UNEB,0.875,,2021,2023,2009,,,2005.0,
491,b6023d55-1381-4cae-baba-6f5cede61308,,,,,,,1,,,3,,,,,,7,Doutorado,1,,,,,,,8,,,32,Emanuel Brasilino De Santana,2013,UNEB,1.8599999999999999,,,2016,1998,,,2003.0,
492,ce4c2bbf-1eab-413c-9faa-17344c946b86,,,,1,4,2,2,27,3,12,5,5,34,24,11,247,Doutorado,,2,,4,,,,1,,,185,Luis Jesuino De Oliveira Andrade,2010,UESC,31.939999999999998,2021,2021,1996,1984,1999,,2004.0,
493,af852b19-0cc9-4816-9a00-0861a08a9259,,,,1,1,,,2,,1,1,,4,,8,15,Mestrado,,,,,,,,,,,,Maria Elizabeth Souza Gonçalves,None,UICL,2.87,2020,2018,2017,2011,,,,
494,58e67fbc-3c20-4060-95fc-f76b597b471b,,,,2,,19,14,5,6,1,3,2,,2,13,51,Doutorado,4,10,3,7,,,,11,,3,35,Marcelo Gomes da Silva,2018,UESC,34.62,2014,2014,2009,2007,2020,,2014.0,
495,54d4bafe-3e67-4509-9b42-049d6e73676a,,,,2,2,1,,,1,,,,,6,14,53,Doutorado,,11,2,11,,,,28,,,58,Raimundo Nonato Pereira Moreira,2007,UNEB,3.375,2009,2003,1991,2000,2009,,2004.0,
496,3b4c5bbb-07fb-4818-8285-f755e3643f03,,,,1,,,,,,,,,,1,7,11,Doutorado,,,,,,,,18,,,87,Amelia Tereza Santa Rosa Maraux,2021,UNEB,0.0,2021,2008,2015,2008,,,2006.0,
497,91d65d41-1c29-4062-9afd-5e6da117200c,,,,,11,7,3,2,1,,,,,,1,39,Pós-Doutorado,,2,5,2,,,,2,,,27,Edson Aparecido Vieira Filho,2016,UFSB,21.125,,2024,2012,2007,2020,,2018.0,
498,6eacfbb4-9a71-4b25-b776-8f5d3141c67c,2,1,1,2,16,18,17,14,7,3,19,6,3,9,21,165,Pós-Doutorado,4,38,4,43,2,27,,10,,,96,Ana Paula Trovatti Uetanabaro,2004,UESC,63.36,2009,1996,1998,1995,2005,2017,1999.0,2007.0
499,d8d229c3-fbe9-4e56-bd6b-5a2611109f25,,,,1,,,,,,,,,,,3,3,Mestrado,,,,,,,,12,,,43,Cristina Campos Dos Santos,None,UNEB,0.0,2002,1994,,2003,,,2006.0,
500,d7840d12-05d0-48eb-a5a9-b563e9f6d498,,,,1,1,1,,1,,,1,,,,4,19,Doutorado,1,1,,,,,,1,,1,31,Maurício Farias Couto,2014,UFSB,2.75,2024,2011,2013,2008,,,2014.0,
501,dbde1ccd-78a3-4b2c-a960-cb74fff07c1c,,,,1,,3,1,,,,2,1,2,1,4,29,Mestrado,,1,,,,,,6,,20,19,Peolla Paula Stein,None,UFSB,4.0,2015,2020,2012,2010,,,2015.0,
502,682095a4-1790-456f-b91f-3a1a40528591,,,,1,,,,,,,,,,,2,7,Doutorado,,,,,,,,1,,,19,Maria José Mariano,2015,UNEB,0.0,2004,2001,,2000,,,2003.0,
503,4d0e57ff-c020-48a2-9394-335845b1f127,,,,10,,2,1,,,,,,,3,5,20,Doutorado,,10,7,9,,,,8,,2,102,Francisco Alfredo Morais Guimarães,2014,UNEB,2.5,1987,2013,2001,1993,1987,,1997.0,
504,4635656b-3285-43ce-a916-8302d66b00a0,,,,,,,,3,1,1,1,,,1,4,14,Doutorado,,,,,,,,21,,2,47,Henderson Carvalho Torres,2021,UNEB,2.995,,2010,2009,2009,,,2006.0,
505,eda33d5a-e4be-44a2-8881-63901ddf40da,,,,5,,,,,6,8,,,,8,4,50,Pós-Doutorado,,6,,3,,,,3,,3,31,Sergio Barbosa de Cerqueda,2006,UFSB,5.96,2000,2009,2002,1986,,,2006.0,
506,94c81313-923a-4e76-a7b5-363c8a40b6d2,,,,3,,,2,2,1,1,4,2,2,6,13,56,Doutorado,,14,1,1,,,,19,,,10,Lidiane Santos De Lima Pinheiro,2012,UNEB,4.87,2015,2007,2000,2000,2002,,2005.0,
507,cf28ffd8-78a0-4fb0-a5b9-749c3bd4995e,,,,,,,,,1,,,,,,3,2,Mestrado,,,,,,,,,,,13,Natiane Carvalho Silva,None,UESC,0.5,,2011,2013,2007,,,2010.0,
508,6a7819b2-9b3b-45bb-8a17-d471f6a8860f,,,,1,4,2,,2,3,2,,,,,3,12,Doutorado,1,5,2,2,,,,3,,,61,Gessé Almeida Araújo,2017,UFSB,9.24,2015,2021,2009,2010,2013,,2019.0,
509,c08f531c-fcd3-45e0-a2cc-52ceac6487b6,,,,,,,,,,,,,,,,2,Especialização,,,,,,,,3,,,14,Fabrícia Calheira Primo Paiva,None,UESB,0.0,,,,1994,,,2007.0,
510,9d3e66d2-e350-4218-a84b-5f47aec80efe,,,,4,3,9,7,14,9,4,7,,2,11,7,30,Doutorado,,25,4,12,8,5,,37,,27,108,Lilian Reichert Coelho,2005,UFSB,32.605000000000004,2003,2004,2000,2000,2007,,2004.0,
511,3f217981-14cb-49bb-9d8f-839b70002e64,,,,,6,2,,,1,,1,1,1,3,,30,Pós-Doutorado,,,,,,,,,,,,Paulo Carvalho Tobias Duarte,2013,UEFS,8.625,,,1985,1985,,,,
512,c55b2aeb-4740-4d2a-ab85-cac1fb908aad,,,,,,,2,,10,12,,,3,4,5,24,Doutorado,5,,6,,,,,5,,8,16,Hector Luiz Rodrigues Munaro,2016,UESB,10.94,,2009,2003,2002,,,2002.0,
513,1ec1a49a-0aaf-40b2-a9a9-7f4eaecf6d63,,1,,3,6,26,2,10,5,31,1,1,3,10,,128,Pós-Doutorado,4,50,1,24,5,7,,34,,1,,Alexandre Dias Munhoz,2004,UESC,50.845,2004,,1996,1995,2007,,2003.0,2002.0
514,96b468b2-f426-49de-b7ea-0a3b52ddc9ce,,,,,,,,,2,1,1,,2,,5,13,Mestrado,,1,,,,,,19,,,57,Marcelo Peixoto Souza,None,UNEB,1.62,,2012,2016,2006,,,2011.0,
515,730da187-f2f5-4fee-a128-34a8e6b56116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elisângela Souza Vasconcelos França,None,UICL,0.0,,,,,,,,
516,abfb3305-c166-4e24-a99c-77c310a01f49,,,,,,,,,,,,,1,3,,5,Doutorado,,4,2,2,,,,,,,27,Karina Kfouri Sartori,2017,UESC,0.0,,,2015,2001,,,2019.0,
517,f29e6cc1-584a-4a99-a1be-ffd48aa31ed2,,,,1,6,,6,4,9,18,4,1,3,4,2,131,Doutorado,6,38,2,7,7,,,11,,13,72,Jefferson Paixão Cardoso,2017,UESB,25.285,2024,2011,2005,2003,,,2007.0,
518,353be70d-bafe-4ca2-8c59-f76f6894c043,,,,,5,,1,2,1,,,,3,,,2,Mestrado,,,,,,,,3,,,30,Dandara Almeida Reis da Silva,None,UICL,7.5,,,2013,2018,,,2019.0,
519,0f5e9acb-2076-4e5a-9158-bd2660146c15,,,,4,7,,2,1,,,,,,,24,12,Doutorado,,16,1,3,1,1,,3,,,13,Marcio Jose Silveira Lima,2010,UFSB,9.125,2006,2013,2008,2000,2019,,2007.0,
520,c1736679-e78b-4b62-8935-659f97c0dd7e,,,,,,,,,,,,,,,,3,Mestrado,,,,,,,,,,,17,Ana Paula De Oliveira Tomaz Soares,None,UESB,0.0,,,,2010,,,,
521,b64a98e1-6a0c-4a51-af5f-cc07c783bb95,,,,1,,3,1,,2,1,,,1,13,6,22,Doutorado,,,1,15,,,,7,,1,69,Priscila Peixinho Fiorindo,2009,UNEB,4.745,2023,2017,2003,2003,2012,,2013.0,
522,e702e45d-4bf5-4848-bd78-c74333b4b039,,,,1,,,,,,3,2,,,,6,29,Doutorado,,12,,,,,,,,1,47,Oriana Araujo da Silva,2019,UEFS,1.6099999999999999,2023,2017,2013,2001,,,2011.0,
523,10ff9d83-bf47-44af-91cb-65ce4c9fa716,,,,2,,2,,1,,,,,1,1,14,20,Pós-Doutorado,4,5,2,1,,,,25,,,71,Janeide Bispo dos Santos,2015,UNEB,2.375,2020,2016,2020,2005,,,2008.0,
524,87f32be8-6cbb-4c99-93d9-5f44ff2e7bb5,13,7,,,,2,1,2,3,3,,4,,3,,71,Doutorado,,22,5,7,1,,,5,,5,25,Flávio Pietrobon Costa,2009,UNEB,6.859999999999999,,,2003,2000,,1993,2001.0,1987.0
525,3cae0e3b-a4cd-4167-8f9d-5a0fbeeea29e,,,,,,,,,,,,,,,2,5,Mestrado,,,,,,,,1,,7,81,Lidineia Alves Cerqueira Barreiros,None,UEFS,0.0,,2018,,2013,,,2013.0,
526,267c7a33-bfd8-4f09-8525-e3a4eb495e86,,,,2,,1,1,,,,,,,,1,8,Mestrado,,,,,,,,9,,1,33,Flávia Cristina Batista Caires,None,UESB,1.625,2008,2008,2014,2013,,,2011.0,
527,3573cf77-cf18-45d9-ab8e-4cc52cc21ff1,,,,,,,4,7,7,,1,1,2,2,3,96,Doutorado,1,30,5,8,,,,19,,1,47,Marileide Dias Saba,2007,UNEB,11.25,,2009,2000,1999,,,2007.0,
528,67d36007-8b77-4646-9037-e298ba10872a,1,,,,12,43,13,6,3,27,2,1,3,9,,95,Pós-Doutorado,5,45,2,22,6,11,,22,,,30,George Rêgo Albuquerque,2004,UESC,75.24,,,1996,1995,,2021,2004.0,
529,2de7c3eb-0229-435e-9e3b-ef68d91fa820,,,,4,20,8,9,4,5,,,1,1,1,13,85,Doutorado,2,12,5,21,,1,,24,,,27,Maxwell Roger da Purificação Siqueira,2012,UESC,38.875,2009,2011,2009,2004,,,2009.0,
530,4a4a037d-0ced-4cbb-9c48-ffcf273b53d4,,,,1,2,1,10,2,2,4,3,2,2,,4,78,Pós-Doutorado,2,6,,6,2,,,5,,,19,Jaqueline Dalla Rosa,2012,UFSB,15.105,2017,2016,2006,2002,,,2016.0,
531,f9fa314c-8e66-40b7-85e2-0d473588e87e,,1,,,,,,,,,,,,,,5,Mestrado,,,,,,,,,,6,71,Katia Bomfim De Carvalho Guerreiro,None,UESC,0.0,,,,2005,1983,,2006.0,2004.0
532,4a7a4881-8cef-4558-8ecb-14374c43fe39,,,,3,,1,,,,,4,,,,9,25,Mestrado,1,11,,,,,,,,9,133,Joceli Rocha Lima,None,UESB,1.875,2011,2007,2004,2002,2012,,1992.0,
533,4f6c1475-d458-4bc6-bc1e-d6e258207dde,,,,,,,,,,,,,,,2,1,Mestrado,,,,,,,,,,,,Luiza Ferreira Campos,None,UICL,0.0,,2012,,2008,,,,
534,5b1f8d39-a01b-422d-a026-5038e467ea02,,,,,,,,,2,,,,,2,,,Mestrado,,2,,,,,,57,,,2,André Blanco Mello,2014,UNEB,1.0,,,2000,,,,2008.0,
535,bd0b4998-1553-4b00-9673-1dd7e470b03f,,,,,,,,,1,,,,,,,,Graduação,,,,,,,,,,,,Tayse Barbosa Moura,None,UICL,0.5,,,2020,,,,,
536,6864ad18-5340-4e96-9d96-450cdd8dd1ec,,,,,1,,,,,,,,,,,5,Especialização,,,,,,,,,,,6,Lindiana Chagas Flores,None,UICL,1.0,,,2005,2005,,,,
537,7ee25b30-0138-4f25-be04-a273505f1bc2,,,,2,,,,,,1,,,,1,1,12,Especialização,,,,,,,,,,,,Fabrício Lopes Rodrigues,None,UICL,0.37,2016,2021,2009,2008,,,,
538,efe81c95-81df-47ec-8e8f-81ad3798b76c,,,,1,,,,,,,3,1,,,1,7,Doutorado,,,,,,,,,,,,Benedita Lúcia Barbosa Quintella,2017,UEFS,0.875,2020,2020,2004,1993,1994,,,
539,cb5914cc-b896-4481-a31b-b06bf395728f,,,,,,,,,,,,,,,,,Graduação,,,,,,,,,,,4,Nayanne Bulhões Santos Franco,None,UFSB,0.0,,,,,,,,
540,59406d88-04aa-4919-a47b-756598d1c4d9,18,34,1,9,4,5,3,5,4,10,1,1,10,2,19,42,Pós-Doutorado,3,10,,15,5,1,,41,,2,29,Eduardo Manuel de Freitas Jorge,2012,UNEB,19.825,2012,2010,2007,2001,2008,2009,2002.0,2004.0
541,1460f9e5-d99a-4996-9189-73597add38c6,,,,3,,,,1,1,,,,,1,,3,Doutorado,,,,,,,,11,,2,1,Aurilene Rodrigues Lima,2020,UNEB,1.125,2000,,2000,2017,,,1999.0,
542,8b1eafc7-3e1d-4420-9089-f802ae0e9765,,,,,4,,,,,,,,,2,,8,Doutorado,,1,,2,,,,,,,,Jules Batista Soares,2005,UESC,4.0,,,2002,2003,2012,,2011.0,
543,c931628a-54db-4cc8-9c90-fff6e8c2b5d9,,1,,3,,,2,5,3,,3,1,1,4,19,33,Doutorado,1,4,,,12,,,43,,5,36,Anna Christina Freire Barbosa,2015,UNEB,7.0,2008,2009,2003,2005,2004,,2000.0,2023.0
544,cf937755-a54a-440f-9b4a-d9e85924f16f,,,,2,2,1,3,4,2,,2,,2,1,17,26,Pós-Doutorado,,5,,1,,,,11,,,64,Rodrigo Oliveira Fonseca,2012,UFSB,9.125,2016,2013,2010,2005,2004,,2006.0,
545,be9b50aa-7a58-4ae0-9cc6-38041c6e8bf3,,,,,,,,,,,,,1,,6,6,Doutorado,,,,,,,,1,,10,36,Jamine Barros Oliveira Araújo,2022,UESB,0.0,,2010,2020,2006,2021,,2004.0,
546,4dc8378a-50ed-4947-b788-16938a24deff,,,,,,1,1,4,4,2,1,,,1,1,23,Doutorado,,,,,,,,14,,,60,Vamberto Ferreira Miranda Filho,2024,UNEB,7.115,,2020,2010,2001,2014,,2011.0,
547,747bc171-db38-4b16-97a7-426262f68d8e,,,,1,4,,,,,7,2,1,3,,3,20,Doutorado,8,22,,,,,,14,,43,54,Daniel Deivson Alves Portella,2021,UNEB,7.215,2018,2019,2010,2010,,,2010.0,
548,a5d2423e-fb5a-4adb-bbe1-ff0600338c37,,,,2,,,,,,,,,,4,5,,Mestrado,,,,,,,,13,,1,49,Julio Jose Torres Dos Santos,None,UNEB,0.0,2007,2011,2003,,,,2006.0,
549,d77f9fe2-06b7-4795-87e6-0d4690db41f2,,1,,,,1,,,,2,3,,,2,,23,Doutorado,3,23,1,8,,,,19,,,17,Esbel Tomás Valero Orellana,2008,UESC,2.365,,,2002,1995,,,2006.0,2020.0
550,0801ff92-09ad-4440-b909-723715d82054,,,,1,,6,1,10,7,11,,4,9,,2,140,Doutorado,2,15,6,19,12,29,,8,,,25,Fábio Andrade Teixeira,2010,UICL,20.32,2022,2010,2005,2001,2011,,2013.0,
551,ba4d5789-e84b-4258-81ba-55a784267790,,,,3,4,3,3,6,1,,,,,1,14,18,Doutorado,,14,4,4,5,3,,1,,,18,Rafael Andrés Patino Orozco,2013,UFSB,13.125,2014,2015,2007,2011,,,2008.0,
552,cb9bd048-bcba-4b77-9b72-7de86ab4d3ec,,,,3,,,2,,1,6,1,1,,13,15,44,Doutorado,,,,,,,,22,,133,92,Genigleide Santos da Hora,2020,UESC,4.595,2009,2011,1999,1999,2004,,2004.0,
553,e2b10174-77ea-4f8f-98b4-583d3099c824,7,,,,19,15,18,20,12,4,,4,1,11,20,164,Pós-Doutorado,8,46,8,29,14,8,,2,,7,9,Marcelo Franco,2008,UESC,66.105,,2012,1998,1994,,2019,2002.0,
554,eee97f08-1a86-4180-8f2c-79a526dd16ae,,,,1,2,,1,,15,3,1,,,4,4,54,Pós-Doutorado,7,7,2,,,,,57,,10,146,Joslei Viana de Souza,2008,UESC,11.61,2013,2006,2004,1995,,,2000.0,
555,97b4bb2a-d42c-4264-a77b-67cdce6adc93,,,,,,,,,,,,,,1,,1,Especialização,,,,,,,,,,,,Marcos Gomes De Oliveira,None,UICL,0.0,,,2013,2012,,,,
556,defbb29d-e2f4-40ab-9231-3c028538626a,,,,8,1,5,2,1,1,3,3,1,,1,14,88,Pós-Doutorado,,,,,,,,,,,,Lílian Miranda Bastos Pacheco,2003,UEFS,9.985,2008,2010,2001,1998,,,,
557,128f6aef-92fb-4143-aa3e-2aaa7ebaa261,,,,,,2,,,,,,,,,,2,Mestrado,,,,,,,,,,,,Edson Do Espirito Santo Filho,None,UEFS,1.75,,,2019,2006,,,,
558,a66d2ed2-a928-474e-b3c6-50ad2fbb92a1,,,,1,,,,,,,,,,,2,,Doutorado,,,,,,,,7,,2,10,Luis Antônio Neves Pagano,2009,UICL,0.0,2012,2006,,,,,2006.0,
559,6a3de187-0699-47b6-a759-a1dd1dcaaf96,,,,,,,,,,,,,,2,1,16,Mestrado,,,,,,,,6,,5,24,Renato De Oliveira Affonso,None,UESB,0.0,,2002,1990,1989,,,2002.0,
